0.428274 17.9908 533 534.52 1e-05 6.50579e+07 22048.9
0.577106 17.2258 644 644.454 1e-05 3.02736e+07 19727.9
0.186692 18.0925 297 300.964 4.8e-05 7.20244e+07 26987.1
0.222934 18.46 533 535.784 18 1.04015e+08 22028.2
0.295813 18.2708 644 646.013 23 8.60811e+07 19700.6
0.0994231 18.2344 297 301.261 28 8.30067e+07 26982.8
0.27956 18.0038 644 646.402 54 6.59072e+07 19693.8
0.0940265 17.9613 297 301.683 65 6.31666e+07 26976.7
0.194833 18.4006 533 536.337 130 9.80114e+07 22019.1
0.0556403 18.8954 77 113.272 0.00057 1.60756e+08 31107.1
0.112618 18.315 201 212.977 0.00057 8.99693e+07 28897
0.168624 18.0576 289 298.753 0.00057 6.95525e+07 27071.9
0.229723 18.025 373 380.767 0.00057 6.73245e+07 25326.9
0.314558 17.2264 473 478.601 0.00057 3.02919e+07 23248.7
0.0492844 18.6812 201 216.842 1500 1.29762e+08 28842.6
0.0725941 18.225 289 299.648 1500 8.22268e+07 27058.9
0.0993484 18.2971 373 383.261 1500 8.83748e+07 25289.2
0.13588 18.095 473 481.08 1500 7.22057e+07 23209.3
0.0234402 19.07 77 111.332 1500 1.91433e+08 31135.7
0.182573 18.4093 295 325.389 0.001 9.88668e+07 26641.6
0.0777607 18.7912 295 330.342 2500 1.44853e+08 26567.9
0.1779 18.6763 298 318.112 0.001 1.29126e+08 26729.9
0.0711559 18.5929 298 318.223 4000 1.18789e+08 26728.3
0.17208 18.4759 300 309.079 0.001 1.05675e+08 26849.4
0.220148 18.4309 367 374.844 0.001 1.01029e+08 25452.4
0.263721 18.3647 422 428.818 0.001 9.45577e+07 24306.5
0.312672 18.2527 478 483.961 0.001 8.45366e+07 23137.4
0.262988 18.0278 422 427.882 0.001 6.75086e+07 24321
0.42206 15.6862 589 589.636 0.001 6.49267e+06 20883.5
0.165603 18.3446 295 306.599 0.002 9.26755e+07 26918.2
0.169014 17.928 422 429.006 9 6.10999e+07 24303.6
0.269201 17.0947 589 590.552 10 2.65533e+07 20868
0.104718 18.3468 295 307.407 18 9.28806e+07 26906.5
0.160445 17.6592 298 298.181 0.002 4.66981e+07 27020.8
0.213232 17.4872 373 373.128 0.002 3.93188e+07 25441.8
0.251448 17.6629 422 422.146 0.002 4.68683e+07 24409.4
0.298345 17.9606 477 477.117 0.002 6.31242e+07 23251.4
0.353163 18.0575 535 535.11 0.002 6.95467e+07 22029.8
0.409918 18.4984 589 589.06 0.002 1.08083e+08 20893.2
0.47446 17.8902 644 644.024 0.002 5.88351e+07 19735.4
0.0842116 18.5059 298 329.24 1000 1.089e+08 26565.1
0.0796004 18.4444 298 330.85 2000 1.02404e+08 26541.2
0.0764 18.435 298 330.058 3000 1.01439e+08 26553
0.0747749 18.3775 298 331.875 4000 9.57744e+07 26525.9
0.0776485 19.1813 298 307.278 1000 2.13956e+08 26888.7
0.135888 19.3257 463 469.036 1000 2.47207e+08 23453
0.208432 19.1736 618 620.753 1000 2.12324e+08 20236.1
0.0895985 19.0254 298 324.076 380 1.83082e+08 26641.8
0.0897813 19.2126 298 330.794 500 2.20768e+08 26542
0.0750009 18.8784 298 314.563 2000 1.58047e+08 26782.1
0.0717279 18.8932 298 317.589 3600 1.60407e+08 26737.6
0.0832398 18.5876 298 362.897 4000 1.18168e+08 26055.7
0.073698 18.8287 298 347.932 8000 1.50378e+08 26284.3
0.0638297 18.3037 298 348.81 29000 8.89594e+07 26271
