x Curve1
3.31034 40.4338
12.6412 42.7827
26.692 45.0465
43.858 47.5858
63.6477 48.9812
71.7398 48.7527
77.1416 47.883
81.5374 46.4841
85.9378 44.6129
89.0747 42.6838
90.9456 40.9594
x Curve2
3.13097 41.5355
13.9688 44.8881
23.464 47.6576
34.3934 50.2757
47.0943 52.6912
68.8955 55.1975
81.9521 55.7247
87.1813 55.2743
91.5688 54.7152
96.1295 53.6845
100.861 52.3921
104.245 51.0939
108.142 49.0106
111.283 46.6616
114.006 43.9958
116.072 39.4901
x Curve3
3.11859 42.7952
7.90421 44.6001
14.872 47.3065
22.4332 49.648
31.761 52.3119
41.0081 54.6079
55.0583 56.9241
80.7327 59.7616
97.4949 60.5144
103.058 60.4328
107.448 59.5588
110.743 58.7328
114.041 57.5918
117.003 56.2394
119.461 54.7799
122.431 52.7451
125.065 50.5515
127.621 47.7275
130.181 44.4837
131.553 42.0223
133.099 39.0366
133.903 34.4206
x Curve4
3.27628 43.8983
6.95561 46.8009
10.1335 49.2814
14.9972 51.7165
20.1116 54.3627
25.7373 56.4335
35.2351 58.9406
46.67 61.5608
63.1625 64.0448
99.9589 67.0339
107.631 66.6462
111.43 65.9273
116.164 64.4248
120.394 62.7628
124.542 60.8905
128.103 58.7007
131.667 56.1435
134.983 53.1653
137.712 49.8172
139.938 46.257
141.319 43.0082
142.276 39.9676
142.809 37.1352
143.09 34.2492
143.28 32.0978
