0.000942555 112.958
0.00159748 140.587
0.00165015 156.21
0.00171496 175.44
0.00176358 189.861
0.00236989 203.068
0.00247117 233.114
0.00250763 243.93
0.00298431 218.678
0.00313015 261.944
0.00373241 273.949
0.00377697 287.169
0.00382559 301.591
0.00387825 317.214
0.00449672 334.027
0.00455749 352.054
0.011335 362.708
0.0158533 369.811
0.021487 374.483
0.0276825 379.142
0.0333243 386.218
0.0395077 387.271
0.047938 388.271
0.0552529 391.701
0.0670619 395.023
0.0766157 395.995
0.0839387 401.828
0.0940503 401.585
0.109787 403.611
0.117652 403.422
0.127214 406.798
0.135644 407.797
0.144075 408.796
0.154186 408.553
0.162051 408.364
0.168238 410.619
0.175537 409.242
0.184537 412.631
0.19184 412.456
0.20027 413.455
0.20982 413.225
0.219378 415.4
0.230617 416.331
0.24129 416.075
0.255334 415.737
0.26545 416.696
0.278378 418.789
0.289047 417.331
0.298047 420.72
0.308159 420.477
0.319968 423.799
0.334004 421.058
0.34749 421.935
0.366032 422.692
0.376143 422.448
0.384008 422.259
0.392438 423.259
