9.4487e-05 -340.986 298 0.001 298 0 
0.000327692 -303.092 298 0.001 298 0 
0.000214503 -262.83 298 0.001 298 0 
0.000422166 -222.567 298 0.001 298 0 
0.000578787 -177.569 298 0.001 298 0 
0.000735398 -132.57 298 0.001 298 0 
0.000855411 -54.4137 298 0.001 298 0 
0.00276949 -23.6325 298.292 0.001 298 0 
0.00476016 0.0588983 298.309 0.001 298 0 
0.00816189 11.9142 298.953 0.001 298 0 
0.0125262 23.7775 299.305 0.001 298 0 
0.0162744 33.2917 299.999 0.001 298 0 
0.0203944 38.0548 300.356 0.001 298 0 
0.0244889 45.2161 301.076 0.001 298 0 
0.0298414 54.769 301.835 0.001 298 0 
0.0336406 59.553 302.224 0.001 298 0 
0.0374398 64.3677 302.976 0.001 298 0 
0.041239 69.1635 303.383 0.001 298 0 
0.0453846 71.6072 304.129 0.001 298 0 
0.0495046 76.4126 304.551 0.001 298 0 
0.052983 81.2586 305.346 0.001 298 0 
0.056166 83.6854 305.749 0.001 298 0 
0.0586818 88.5091 306.193 0.001 298 0 
0.0618904 88.5466 306.565 0.001 298 0 
0.0650478 93.3784 307.019 0.001 298 0 
0.06791 95.817 307.437 0.001 298 0 
0.0707977 95.8583 307.814 0.001 298 0 
0.073339 98.3009 308.237 0.001 298 0 
0.0758803 100.746 308.663 0.001 298 0 
0.0787425 103.193 309.093 0.001 298 0 
0.0816047 105.644 309.526 0.001 298 0 
0.0847877 108.145 310.346 0.001 298 0 
0.0879707 110.603 310.788 0.001 298 0 
0.0908329 113.064 311.232 0.001 298 0 
0.0940415 113.115 311.62 0.001 298 0 
0.0972248 115.58 312.07 0.001 298 0 
0.100433 115.683 312.848 0.001 298 0 
0.103616 118.154 313.304 0.001 298 0 
0.106799 120.628 313.764 0.001 298 0 
0.110008 120.683 314.156 0.001 298 0 
0.11287 123.161 314.621 0.001 298 0 
0.116053 125.7 315.484 0.001 298 0 
0.119236 128.186 315.956 0.001 298 0 
0.122123 128.245 316.353 0.001 298 0 
0.125332 128.304 316.75 0.001 298 0 
0.128516 130.794 317.23 0.001 298 0 
0.131698 133.352 318.112 0.001 298 0 
