6.46495 3763.59 298.631 0.001 298 0
19.2736 2936.2 299.129 0.001 298 0
30.8229 2743.8 299.652 0.001 298 0
38.5405 1250.19 300.178 0.001 298 0
44.9907 1892.69 300.716 0.001 298 0
54.0353 1931.73 301.456 0.001 298 0
61.7953 1363.52 302.029 0.001 298 0
66.9973 1374.95 302.6 0.001 298 0
72.2075 1367.89 303.179 0.001 298 0
76.1377 642.488 303.756 0.001 298 0
80.0751 1264.83 304.34 0.001 298 0
85.3147 1514.52 304.948 0.001 298 0
89.2684 829.218 305.548 0.001 298 0
93.2064 2081.52 305.971 0.001 298 0
95.8514 16.5804 306.379 0.001 298 0
98.502 1662.13 306.792 0.001 298 0
102.454 927.958 307.228 0.001 298 0
103.811 20.4315 307.625 0.001 298 0
105.172 1047.5 308.026 0.001 298 0
107.836 1049.07 308.45 0.001 298 0
110.503 932.15 308.878 0.001 298 0
113.174 934.246 309.31 0.001 298 0
115.884 862.708 309.936 0.001 298 0
118.599 843.23 310.567 0.001 298 0
121.285 939.138 311.01 0.001 298 0
122.665 22.4397 311.426 0.001 298 0
124.048 846.292 311.845 0.001 298 0
125.469 45.8201 312.459 0.001 298 0
126.894 849.199 313.076 0.001 298 0
129.599 850.456 313.534 0.001 298 0
130.99 23.995 313.96 0.001 298 0
132.386 948.288 314.389 0.001 298 0
135.142 879.359 315.053 0.001 298 0
137.904 855.796 315.72 0.001 298 0
139.308 29.0959 316.154 0.001 298 0
139.392 26.1764 316.552 0.001 298 0
140.8 858.04 316.99 0.001 298 0
143.579 888.121 317.671 0.001 298 0
