0.00353901 2.50417 473 0.00057 473 0 
0.0172389 15.0361 473.993 0.00057 473 0 
0.0323722 19.8322 475.016 0.00057 473 0 
0.0480497 26.3441 476.086 0.00057 473 0 
0.0650367 29.0155 477.147 0.00057 473 0 
0.0840102 29.3432 478.187 0.00057 473 0 
0.103369 29.7068 479.574 0.00057 473 0 
0.122389 25.1377 480.842 0.00057 473 0 
0.142485 18.9867 481.693 0.00057 473 0 
0.160783 15.1498 482.904 0.00057 473 0 
0.177421 5.5273 483.557 0.00057 473 0 
0.195139 -4.19444 484.145 0.00057 473 0 
0.213216 -14.279 484.956 0.00057 473 0 
0.232958 -29.6453 485.155 0.00057 473 0 
0.25299 -49.2551 485.315 0.00057 473 0 
0.265688 -58.7563 485.6 0.00057 473 0 
