8.9600e+02 2.6850e+03 2.9500e+02 2.5200e+02 2.5400e-02 2.1539e-02 -1.0000e-03 -1.0000e-03 7.6200e-03 -1.0000e-03 -1.0000e-03
9.6774e-05 -1.0000e-04 1.1583e-06 -1.0000e-06 -1.0000e-03 -1.0000e-03 3.1101e-03 7.8375e-01 9.8753e+01 2.7867e+00 1.0154e+02
3.3333e+00 8.4800e-01 -3.9370e-02 -3.9370e-02 -1.3123e-01 -1.3123e-01 -1.0333e+00 -8.6331e-01 0.0 0.0 0.0
8.9600e+02 2.6910e+03 2.9500e+02 2.5700e+02 2.5400e-02 2.1361e-02 -1.0000e-03 -1.0000e-03 7.6200e-03 -1.0000e-03 -1.0000e-03
9.6774e-05 -1.0000e-04 1.1583e-06 -1.0000e-06 -1.0000e-03 -1.0000e-03 3.1171e-03 8.0109e-01 1.0294e+02 2.7929e+00 1.0573e+02
3.3333e+00 8.4100e-01 -3.9370e-02 -3.9370e-02 -1.3123e-01 -1.3123e-01 -1.0333e+00 -8.6331e-01 0.0 0.0 0.0
8.9600e+02 2.6870e+03 2.9500e+02 3.6100e+02 2.5400e-02 1.8212e-02 -1.0000e-03 -1.0000e-03 7.6200e-03 -1.0000e-03 -1.0000e-03
9.6774e-05 -1.0000e-04 1.1583e-06 -1.0000e-06 -1.0000e-03 -1.0000e-03 3.1124e-03 1.1236e+00 2.0281e+02 2.7887e+00 2.0560e+02
3.3333e+00 7.1700e-01 -3.9370e-02 -3.9370e-02 -1.3123e-01 -1.3123e-01 -1.0333e+00 -8.6331e-01 0.0 0.0 0.0
8.9600e+02 2.6510e+03 2.9500e+02 4.0600e+02 2.5400e-02 1.6840e-02 -1.0000e-03 -1.0000e-03 7.6200e-03 -1.0000e-03 -1.0000e-03
9.6774e-05 -1.0000e-04 1.1583e-06 -1.0000e-06 -1.0000e-03 -1.0000e-03 3.0707e-03 1.2467e+00 2.5308e+02 2.7514e+00 2.5584e+02
3.3333e+00 6.6300e-01 -3.9370e-02 -3.9370e-02 -1.3123e-01 -1.3123e-01 -1.0333e+00 -8.6331e-01 0.0 0.0 0.0
8.9600e+02 2.7080e+03 2.9500e+02 2.0000e+02 3.2100e-02 2.8986e-02 8.4000e-03 2.8940e-02 6.3000e-03 8.3600e-03 7.2000e-03
1.0112e-04 9.7260e-05 1.0006e-06 1.0343e-06 1.6900e-03 1.3880e-02 2.7097e-03 5.4194e-01 5.4194e+01 2.4279e+00 5.6622e+01
5.0952e+00 9.0300e-01 2.6168e-01 9.0156e-01 1.3270e+00 1.1429e+00 9.6188e-01 1.0337e+00 0.0 0.0 0.0
8.9600e+02 2.7080e+03 2.9500e+02 3.5800e+02 3.2900e-02 2.4182e-02 1.2100e-02 2.4750e-02 6.4000e-03 1.3600e-02 7.8000e-03
1.0528e-04 8.6610e-05 1.0584e-06 1.0128e-06 1.8600e-03 1.1140e-02 2.8661e-03 1.0261e+00 1.8367e+02 2.5680e+00 1.8623e+02
5.1406e+00 7.3500e-01 3.6778e-01 7.5228e-01 2.1250e+00 1.2187e+00 8.2266e-01 9.5691e-01 0.0 0.0 0.0
8.9600e+02 2.7100e+03 6.3500e+02 1.9400e+02 3.2200e-02 2.4794e-02 1.0500e-02 2.4510e-02 6.3000e-03 1.0400e-02 7.6600e-03
1.0143e-04 8.5930e-05 1.0038e-06 9.5997e-07 1.7800e-03 1.1590e-02 2.7202e-03 5.2771e-01 5.1188e+01 8.3111e+02 8.8230e+02
5.1111e+00 7.7000e-01 3.2609e-01 7.6118e-01 1.6508e+00 1.2159e+00 8.4719e-01 9.5638e-01 0.0 0.0 0.0
8.9600e+02 2.7070e+03 6.5500e+02 3.5400e+02 3.0000e-02 1.1910e-02 -1.0000e-03 -1.0000e-03 6.0000e-03 -1.0000e-03 -1.0000e-03
9.0000e-05 -1.0000e-04 8.4823e-07 -1.0000e-06 -1.0000e-03 -1.0000e-03 2.2962e-03 8.1284e-01 1.4387e+02 7.4271e+02 8.8658e+02
5.0000e+00 3.9700e-01 -3.3333e-02 -3.3333e-02 -1.6667e-01 -1.6667e-01 -1.1111e+00 -1.1789e+00 0.0 0.0 0.0
