4.7700e+02 7.8300e+03 2.9400e+02 2.8500e+02 1.1392e-02 9.2000e-03 3.2000e-03 -1.0000e-03 7.5950e-03 1.0900e-02 -1.0000e-03
4.3263e-05 -1.0000e-03 5.1614e-07 -1.0000e-06 -1.0000e-03 -1.0000e-03 4.0413e-03 1.1518e+00 1.6413e+02 0.0000e+00 1.6413e+02
1.5000e+00 8.0755e-01 2.8089e-01 -8.7777e-02 1.4352e+00 -1.3167e-01 -2.3114e+01 -1.9375e+00 0.0 0.0 0.0
4.7700e+02 7.8300e+03 2.9400e+02 2.3400e+02 1.5190e-02 1.3100e-02 5.6000e-03 -1.0000e-03 7.5950e-03 1.0200e-02 -1.0000e-03
5.7684e-05 -1.0000e-03 6.8818e-07 -1.0000e-06 -1.0000e-03 -1.0000e-03 5.3885e-03 1.2609e+00 1.4753e+02 0.0000e+00 1.4753e+02
2.0000e+00 8.6241e-01 3.6866e-01 -6.5833e-02 1.3430e+00 -1.3167e-01 -1.7336e+01 -1.4531e+00 0.0 0.0 0.0
4.7700e+02 7.8300e+03 2.9400e+02 2.7500e+02 1.5190e-02 1.2400e-02 5.2000e-03 -1.0000e-03 7.5950e-03 1.1200e-02 -1.0000e-03
5.7684e-05 -1.0000e-03 6.8818e-07 -1.0000e-06 -1.0000e-03 -1.0000e-03 5.3885e-03 1.4818e+00 2.0375e+02 0.0000e+00 2.0375e+02
2.0000e+00 8.1633e-01 3.4233e-01 -6.5833e-02 1.4747e+00 -1.3167e-01 -1.7336e+01 -1.4531e+00 0.0 0.0 0.0
4.7700e+02 7.8300e+03 2.9400e+02 3.0200e+02 1.5190e-02 1.2000e-02 5.2000e-03 -1.0000e-03 7.5950e-03 1.2200e-02 -1.0000e-03
5.7684e-05 -1.0000e-03 6.8818e-07 -1.0000e-06 -1.0000e-03 -1.0000e-03 5.3885e-03 1.6273e+00 2.4572e+02 0.0000e+00 2.4572e+02
2.0000e+00 7.8999e-01 3.4233e-01 -6.5833e-02 1.6063e+00 -1.3167e-01 -1.7336e+01 -1.4531e+00 0.0 0.0 0.0
4.7700e+02 7.8300e+03 2.9400e+02 1.7000e+02 2.5291e-02 2.3400e-02 1.1200e-02 -1.0000e-03 7.5950e-03 9.2000e-03 -1.0000e-03
9.6044e-05 -1.0000e-03 1.1458e-06 -1.0000e-06 -1.0000e-03 -1.0000e-03 8.9718e-03 1.5252e+00 1.2964e+02 0.0000e+00 1.2964e+02
3.3300e+00 9.2522e-01 4.4284e-01 -3.9539e-02 1.2113e+00 -1.3167e-01 -1.0412e+01 -8.7274e-01 0.0 0.0 0.0
4.7700e+02 7.8300e+03 2.9400e+02 2.1500e+02 2.5291e-02 2.2400e-02 1.0000e-02 -1.0000e-03 7.5950e-03 1.0300e-02 -1.0000e-03
9.6044e-05 -1.0000e-03 1.1458e-06 -1.0000e-06 -1.0000e-03 -1.0000e-03 8.9718e-03 1.9289e+00 2.0736e+02 0.0000e+00 2.0736e+02
3.3300e+00 8.8568e-01 3.9539e-01 -3.9539e-02 1.3562e+00 -1.3167e-01 -1.0412e+01 -8.7274e-01 0.0 0.0 0.0
4.7700e+02 7.8300e+03 2.9400e+02 1.8100e+02 3.7975e-02 3.4600e-02 1.5500e-02 -1.0000e-03 7.5950e-03 9.5000e-03 -1.0000e-03
1.4421e-04 -1.0000e-03 1.7205e-06 -1.0000e-06 -1.0000e-03 -1.0000e-03 1.3471e-02 2.4383e+00 2.2066e+02 0.0000e+00 2.2066e+02
5.0000e+00 9.1113e-01 4.0816e-01 -2.6333e-02 1.2508e+00 -1.3167e-01 -6.9343e+00 -5.8124e-01 0.0 0.0 0.0
4.7700e+02 7.8300e+03 2.9400e+02 1.8300e+02 3.7975e-02 3.4700e-02 1.5300e-02 -1.0000e-03 7.5950e-03 9.8000e-03 -1.0000e-03
1.4421e-04 -1.0000e-03 1.7205e-06 -1.0000e-06 -1.0000e-03 -1.0000e-03 1.3471e-02 2.4652e+00 2.2557e+02 0.0000e+00 2.2557e+02
5.0000e+00 9.1376e-01 4.0290e-01 -2.6333e-02 1.2903e+00 -1.3167e-01 -6.9343e+00 -5.8124e-01 0.0 0.0 0.0
4.7700e+02 7.8300e+03 2.9400e+02 2.2400e+02 3.7975e-02 3.3000e-02 1.1900e-02 -1.0000e-03 7.5950e-03 1.0500e-02 -1.0000e-03
1.4421e-04 -1.0000e-03 1.7205e-06 -1.0000e-06 -1.0000e-03 -1.0000e-03 1.3471e-02 3.0175e+00 3.3796e+02 0.0000e+00 3.3796e+02
5.0000e+00 8.6899e-01 3.1336e-01 -2.6333e-02 1.3825e+00 -1.3167e-01 -6.9343e+00 -5.8124e-01 0.0 0.0 0.0
