4.1400e+02 8.9000e+03 2.9400e+02 8.9000e+01 2.3470e-02 2.1006e-02 -1.0000e-03 -1.0000e-03 7.6200e-03 -1.0000e-03 -1.0000e-03
8.9421e-05 -1.0000e-03 1.0703e-06 -1.0000e-06 -1.0000e-03 -1.0000e-03 9.5258e-03 8.4780e-01 3.7727e+01 0.0000e+00 3.7727e+01
3.0801e+00 8.9500e-01 -4.2608e-02 -4.2608e-02 -1.3123e-01 -1.3123e-01 -1.1183e+01 -9.3430e-01 0.0 0.0 0.0
4.1400e+02 8.9000e+03 2.9400e+02 1.2300e+02 2.3470e-02 1.9597e-02 -1.0000e-03 -1.0000e-03 7.6200e-03 -1.0000e-03 -1.0000e-03
8.9421e-05 -1.0000e-03 1.0703e-06 -1.0000e-06 -1.0000e-03 -1.0000e-03 9.5258e-03 1.1717e+00 7.2058e+01 0.0000e+00 7.2058e+01
3.0801e+00 8.3500e-01 -4.2608e-02 -4.2608e-02 -1.3123e-01 -1.3123e-01 -1.1183e+01 -9.3430e-01 0.0 0.0 0.0
4.1400e+02 8.9000e+03 2.9400e+02 1.5300e+02 2.3470e-02 1.8307e-02 -1.0000e-03 -1.0000e-03 7.6200e-03 -1.0000e-03 -1.0000e-03
8.9421e-05 -1.0000e-03 1.0703e-06 -1.0000e-06 -1.0000e-03 -1.0000e-03 9.5258e-03 1.4575e+00 1.1150e+02 0.0000e+00 1.1150e+02
3.0801e+00 7.8000e-01 -4.2608e-02 -4.2608e-02 -1.3123e-01 -1.3123e-01 -1.1183e+01 -9.3430e-01 0.0 0.0 0.0
4.1400e+02 8.9000e+03 2.9400e+02 1.8300e+02 2.3470e-02 1.6805e-02 -1.0000e-03 -1.0000e-03 7.6200e-03 -1.0000e-03 -1.0000e-03
8.9421e-05 -1.0000e-03 1.0703e-06 -1.0000e-06 -1.0000e-03 -1.0000e-03 9.5258e-03 1.7432e+00 1.5951e+02 0.0000e+00 1.5951e+02
3.0801e+00 7.1600e-01 -4.2608e-02 -4.2608e-02 -1.3123e-01 -1.3123e-01 -1.1183e+01 -9.3430e-01 0.0 0.0 0.0
4.1400e+02 8.9000e+03 2.9400e+02 2.0400e+02 2.3470e-02 1.5701e-02 -1.0000e-03 -1.0000e-03 7.6200e-03 -1.0000e-03 -1.0000e-03
8.9421e-05 -1.0000e-03 1.0703e-06 -1.0000e-06 -1.0000e-03 -1.0000e-03 9.5258e-03 1.9433e+00 1.9821e+02 0.0000e+00 1.9821e+02
3.0801e+00 6.6900e-01 -4.2608e-02 -4.2608e-02 -1.3123e-01 -1.3123e-01 -1.1183e+01 -9.3430e-01 0.0 0.0 0.0
4.1400e+02 8.9000e+03 2.9400e+02 2.1000e+02 2.3470e-02 1.5091e-02 2.8070e-03 1.6560e-02 7.6200e-03 1.6580e-02 9.8600e-03
8.9421e-05 7.1610e-05 1.0703e-06 1.1223e-06 2.4900e-03 6.6900e-03 9.5258e-03 2.0004e+00 2.1004e+02 0.0000e+00 2.1004e+02
3.0801e+00 6.4300e-01 1.1960e-01 7.0558e-01 2.1759e+00 1.2940e+00 8.0082e-01 1.0486e+00 0.0 0.0 0.0
