21.3244 10036.1 463.68 1000 463 0
41.919 6706.49 463.956 1000 463 0
56.5444 4802.04 464.235 1000 463 0
68.6693 5721.12 464.441 1000 463 0
81.3344 3913.17 464.745 1000 463 0
92.5699 2674.58 465.147 1000 463 0
102.332 2644.55 465.558 1000 463 0
110.59 2205.04 465.974 1000 463 0
116.866 1401.12 466.389 1000 463 0
122.205 1040.81 466.806 1000 463 0
127.593 1174.02 467.328 1000 463 0
131.957 782.287 467.85 1000 463 0
133.773 79.6041 468.255 1000 463 0
134.078 77.4508 468.647 1000 463 0
133.909 -140.364 469.033 1000 463 0
132.276 -519.253 469.495 1000 463 0
129.628 -603.466 469.941 1000 463 0
126.95 -633.167 470.38 1000 463 0
123.284 -881.897 470.798 1000 463 0
118.124 -1117.69 471.183 1000 463 0
112.919 -1185.4 471.558 1000 463 0
106.672 -1812.54 471.902 1000 463 0
