0 -393.892 644 23 644 0
0.00142999 4.41199 644.045 23 644 0
0.00191841 25.2579 644.094 23 644 0
0.00285401 40.8215 644.146 23 644 0
0.00451889 56.9231 644.252 23 644 0
0.00626132 63.7545 644.359 23 644 0
0.00922399 75.2465 644.578 23 644 0
0.0117972 77.0807 644.738 23 644 0
0.0153984 81.558 644.958 23 644 0
0.0182501 87.427 645.131 23 644 0
0.0212078 87.6857 645.347 23 644 0
0.0243191 91.8913 645.576 23 644 0
0.0275018 94.2412 645.748 23 644 0
0.0306907 94.69 645.968 23 644 0
0.0338051 95.081 646.188 23 644 0
0.0368933 97.4021 646.418 23 644 0
0.0400999 99.8261 646.65 23 644 0
0.041716 99.0949 646.756 23 644 0
