0 -305.79 535 0.002 535 0
0 -57.0648 535 0.002 535 0
1.59121e-005 -35.7687 535 0.002 535 0
9.82505e-005 -21.1302 535.002 0.002 535 0
0.000246343 -9.05377 535.01 0.002 535 0
0.000476193 -0.380071 535.021 0.002 535 0
0.00075166 9.04989 535.035 0.002 535 0
0.00100848 13.5828 535.047 0.002 535 0
0.00126521 18.1204 535.059 0.002 535 0
0.00163491 21.6646 535.08 0.002 535 0
0.00195875 24.4594 535.094 0.002 535 0
0.00228086 26.4354 535.112 0.002 535 0
0.00262615 26.7292 535.13 0.002 535 0
0.00288637 28.8013 535.145 0.002 535 0
