14.6654 2084.17 289.673 1500 289 0
37.8858 2246.93 290.858 1500 289 0
58.042 1417.57 292.172 1500 289 0
74.7578 1165.33 293.812 1500 289 0
84.918 445.953 295.468 1500 289 0
87.1625 -88.4637 297.306 1500 289 0
84.4629 -269.958 299.049 1500 289 0
79.3564 -378.631 300.7 1500 289 0
72.6424 -498.525 302.26 1500 289 0
64.4046 -673.459 303.703 1500 289 0
54.1798 -878.097 305.004 1500 289 0
43.2184 -893.991 305.729 1500 289 0
32.8785 -899.218 306.411 1500 289 0
22.8645 -1211.6 307.053 1500 289 0
12.3013 -1159.53 307.394 1500 289 0
