2.00000000e-01 1 1 1.13405418e+07 1.38892757e+07
1.00000000e+00 1 1 5.66656683e+07 6.94009852e+07
2.00000000e+00 1 1 1.10615323e+08 1.35475550e+08
2.80000000e+00 1 1 1.19716536e+08 1.46622212e+08
3.60000000e+00 1 1 1.21669845e+08 1.49014518e+08
4.60000000e+00 1 1 1.23676041e+08 1.51471596e+08
5.40000000e+00 1 1 1.25068424e+08 1.53176909e+08
6.40000000e+00 1 1 1.26593320e+08 1.55044519e+08
7.20000000e+00 1 1 1.27670413e+08 1.56363683e+08
8.20000000e+00 1 1 1.28870114e+08 1.57833010e+08
9.20000000e+00 1 1 1.29934639e+08 1.59136782e+08
1.00000000e+01 1 1 1.30704869e+08 1.60080116e+08
1.10000000e+01 1 1 1.31581683e+08 1.61153990e+08
1.18000000e+01 1 1 1.32223812e+08 1.61940435e+08
1.28000000e+01 1 1 1.32962703e+08 1.62845388e+08
1.36000000e+01 1 1 1.33509137e+08 1.63514629e+08
1.46000000e+01 1 1 1.34143407e+08 1.64291448e+08
1.54000000e+01 1 1 1.34616202e+08 1.64870501e+08
1.64000000e+01 1 1 1.35168906e+08 1.65547423e+08
1.72000000e+01 1 1 1.35583584e+08 1.66055298e+08
1.82000000e+01 1 1 1.36071197e+08 1.66652499e+08
1.90000000e+01 1 1 1.36439015e+08 1.67102982e+08
2.00000000e+01 1 1 1.36873646e+08 1.67635294e+08
2.08000000e+01 1 1 1.37202983e+08 1.68038648e+08
2.18000000e+01 1 1 1.37593752e+08 1.68517244e+08
2.26000000e+01 1 1 1.37865191e+08 1.68849681e+08
2.35000000e+01 1 1 1.38176992e+08 1.69231563e+08
2.44000000e+01 1 1 1.38483392e+08 1.69606825e+08
2.52000000e+01 1 1 1.38744221e+08 1.69926273e+08
2.61000000e+01 1 1 1.39025571e+08 1.70270856e+08
2.70000000e+01 1 1 1.39295003e+08 1.70600841e+08
2.79000000e+01 1 1 1.39553336e+08 1.70917233e+08
2.88000000e+01 1 1 1.39801310e+08 1.71220938e+08
2.97000000e+01 1 1 1.40039596e+08 1.71512778e+08
3.06000000e+01 1 1 1.40268803e+08 1.71793498e+08
3.15000000e+01 1 1 1.40489487e+08 1.72063779e+08
3.24000000e+01 1 1 1.40702154e+08 1.72324242e+08
3.33000000e+01 1 1 1.40907270e+08 1.72575457e+08
3.42000000e+01 1 1 1.41105261e+08 1.72817946e+08
3.51000000e+01 1 1 1.41296520e+08 1.73052189e+08
3.60000000e+01 1 1 1.41481408e+08 1.73278630e+08
3.69000000e+01 1 1 1.41660260e+08 1.73497678e+08
3.78000000e+01 1 1 1.41833386e+08 1.73709712e+08
3.87000000e+01 1 1 1.42001071e+08 1.73915083e+08
3.96000000e+01 1 1 1.42163583e+08 1.74114119e+08
4.05000000e+01 1 1 1.42321170e+08 1.74307123e+08
4.14000000e+01 1 1 1.42474062e+08 1.74494377e+08
4.23000000e+01 1 1 1.42622476e+08 1.74676147e+08
4.32000000e+01 1 1 1.42766614e+08 1.74852679e+08
4.41000000e+01 1 1 1.42906664e+08 1.75024205e+08
4.50000000e+01 1 1 1.43042804e+08 1.75190940e+08
4.59000000e+01 1 1 1.43175198e+08 1.75353090e+08
4.68000000e+01 1 1 1.43304005e+08 1.75510845e+08
4.77000000e+01 1 1 1.43429370e+08 1.75664385e+08
4.86000000e+01 1 1 1.43551432e+08 1.75813880e+08
4.95000000e+01 1 1 1.43670321e+08 1.75959489e+08
5.04000000e+01 1 1 1.43786161e+08 1.76101364e+08
5.13000000e+01 1 1 1.43899068e+08 1.76239646e+08
5.22000000e+01 1 1 1.44009153e+08 1.76374472e+08
5.31000000e+01 1 1 1.44116520e+08 1.76505968e+08
5.40000000e+01 1 1 1.44221267e+08 1.76634257e+08
5.49000000e+01 1 1 1.44323488e+08 1.76759452e+08
5.58000000e+01 1 1 1.44423273e+08 1.76881663e+08
5.67000000e+01 1 1 1.44520706e+08 1.77000994e+08
5.76000000e+01 1 1 1.44615868e+08 1.77117543e+08
