0.00165153 2.12762 289 1500 289 0
0.0136829 27.2031 290.345 1500 289 0
0.0231916 48.5685 291.37 1500 289 0
0.0365574 67.5154 292.973 1500 289 0
0.0489871 82.0001 294.651 1500 289 0
0.062073 87.8358 296.285 1500 289 0
0.0772962 86.4891 298.327 1500 289 0
0.0923078 82.4366 299.772 1500 289 0
0.108578 76.2762 301.628 1500 289 0
0.123156 69.0087 302.892 1500 289 0
0.136829 59.8005 304.514 1500 289 0
0.149631 48.5591 305.494 1500 289 0
0.161579 37.8777 305.964 1500 289 0
0.172698 27.8793 306.858 1500 289 0
0.180976 17.8497 307.249 1500 289 0
0.190546 6.75297 307.538 1500 289 0
0.198687 -3.75068 307.807 1500 289 0
0.206093 -13.3462 308.078 1500 289 0
0.213448 -23.1233 308.293 1500 289 0
