x Curve1
72.5701 47.6021
299.841 42.7011
399.557 37.8608
551.572 19.9502
x Curve2
70.946 57.0578
299.941 48.8222
400.539 42.1083
552.44 21.7905
x Curve3
72.9094 47.7055
299.892 45.7444
400.457 42.9508
552.219 27.6191
x Curve4
70.5949 57.0748
300.098 54.3587
401.104 50.6196
552.054 32.8804
